type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,3,12,55,0.0,4,561.0,3,4
barabasi,3,1,111,0.011035207566999475,4,1903.0,3,4
barabasi,3,6,128,0.006369426751592357,4,1256.0,3,4
barabasi,3,7,1750,0.06286379511059371,4,9449.0,3,4
barabasi,3,2,1991,0.08856060020109831,5,12929.0,3,7
barabasi,3,13,2214,0.06186895810955961,4,9310.0,3,4
barabasi,3,17,2645,0.17437166297695011,4,23037.0,3,4
barabasi,3,4,2962,0.15408217076561675,4,20859.0,3,4
barabasi,3,10,4685,0.19495878628598734,5,25113.0,3,7
barabasi,3,18,5522,0.18499481865284975,5,24125.0,3,7
barabasi,3,15,5995,0.13374319150083588,6,18543.0,3,10
barabasi,3,20,5276,0.7862694782252966,4,26889.0,3,4
barabasi,3,11,8079,0.2332424687216048,4,28614.0,3,4
barabasi,3,26,2298,0.4618112315469155,4,39763.0,3,4
barabasi,3,3,10093,0.5240827987169207,6,39904.0,3,10
barabasi,3,30,304,0.035206129149945274,5,5482.0,3,7
barabasi,3,31,6618,0.16081681792924615,4,21596.0,3,4
barabasi,3,22,14676,0.41689807672529056,5,38892.0,3,7
barabasi,3,8,19881,0.5350753768844221,5,39800.0,3,7
barabasi,3,5,20255,0.5357860876558103,5,39792.0,3,7
barabasi,3,32,3549,0.2852895196640407,5,32623.0,3,7
barabasi,3,14,20735,0.6184144306412735,6,37753.0,3,10
barabasi,3,21,18534,0.7994931773879143,5,25650.0,3,7
barabasi,3,28,13174,0.39965091439587347,4,38386.0,3,4
barabasi,3,23,19374,0.9219495273610268,5,11531.0,3,7
barabasi,3,24,22719,0.5621524162624749,5,39379.0,3,7
barabasi,3,40,7397,0.7524240899177991,5,29805.0,3,7
barabasi,3,42,1751,0.12347033017778804,6,17324.0,3,10
barabasi,3,43,3347,0.42390581008446376,4,39070.0,3,4
barabasi,3,33,17535,0.4281337758488639,5,39170.0,3,7
barabasi,3,37,15151,0.5628747078548928,6,39364.0,3,10
barabasi,3,16,36482,0.8669627864146038,5,18461.0,3,7
barabasi,3,45,2546,0.1697920822804451,5,22557.0,3,7
barabasi,3,38,19524,0.5448656550889751,6,39674.0,3,10
barabasi,3,49,2845,0.13277265328269128,5,18430.0,3,7
barabasi,3,34,24203,0.6583576490204252,6,35985.0,3,10
barabasi,3,50,2011,0.13383280332021774,5,18553.0,3,7
barabasi,3,9,45195,0.7263750432403535,6,31799.0,3,10
barabasi,3,52,294,0.04013539651837524,5,6204.0,3,7
barabasi,3,19,45398,0.6336124498532619,4,37141.0,3,4
barabasi,3,27,42295,0.592358666390557,5,38632.0,3,7
barabasi,3,48,12614,0.9549992765156996,6,6911.0,3,10
barabasi,3,36,29930,0.8957720096333958,5,14948.0,3,7
barabasi,3,57,2475,0.09896344025773918,4,14278.0,3,4
barabasi,3,59,119,0.0355788333032328,4,5537.0,3,4
barabasi,3,29,47603,0.5468143066135297,5,39646.0,3,7
barabasi,3,25,51624,0.7301421139449309,5,31524.0,3,7
barabasi,3,44,24660,0.35982525641721386,5,36854.0,3,7
barabasi,3,54,15426,0.5555133657351154,6,39504.0,3,10
barabasi,3,64,7,0.010741138560687433,4,1862.0,3,4
barabasi,3,56,12280,0.727834921436234,5,31694.0,3,7
barabasi,3,46,26475,0.6521104253912277,6,36296.0,3,10
barabasi,3,66,885,0.07768681414387738,5,11482.0,3,7
barabasi,3,47,26795,0.3459572939974034,5,36201.0,3,7
barabasi,3,53,20389,0.5199208674529837,6,39933.0,3,10
barabasi,3,60,13676,0.8928944618599791,4,15312.0,3,4
barabasi,3,35,46922,0.6922196796338673,5,34086.0,3,7
barabasi,3,41,40122,0.5396653667127941,6,39745.0,3,10
barabasi,3,39,46700,0.7819441389927425,4,27282.0,3,4
barabasi,3,72,979,0.1136264963096198,5,16123.0,3,7
barabasi,3,70,3086,0.4043132980379944,4,38532.0,3,4
barabasi,3,76,619,0.06153513980351938,5,9263.0,3,7
barabasi,3,74,2923,0.22722904431393487,4,28095.0,3,4
barabasi,3,63,12309,0.21899437257911278,6,27366.0,3,10
barabasi,3,55,25112,0.39698164442935846,6,38299.0,3,10
barabasi,3,80,393,0.04824501965035913,5,7379.0,3,7
barabasi,3,51,28792,0.8199830651989839,4,23620.0,3,4
barabasi,3,58,24696,0.32434899175722315,5,35061.0,3,7
barabasi,3,83,432,0.059080717488789236,5,8920.0,3,7
barabasi,3,62,19416,0.6274231931335063,5,37399.0,3,7
barabasi,3,81,5357,0.20925401322001888,5,26475.0,3,7
barabasi,3,69,15212,0.6564032924091677,5,36083.0,3,7
barabasi,3,86,1478,0.09724000569070991,4,14058.0,3,4
barabasi,3,82,7470,0.24216727966217136,5,29364.0,3,7
barabasi,3,68,20783,0.8374024782010097,5,21790.0,3,7
barabasi,3,89,3235,0.3236537033864428,5,35022.0,3,7
barabasi,3,91,195,0.0382670262980445,5,5932.0,3,7
barabasi,3,90,477,0.03658751099384345,5,5685.0,3,7
barabasi,3,73,18353,0.46130241215383455,4,39757.0,3,4
barabasi,3,94,134,0.027573529411764705,4,4352.0,3,4
barabasi,3,71,19825,0.46829500953911035,4,39836.0,3,4
barabasi,3,79,16277,0.4790743106168758,4,39927.0,3,4
barabasi,3,93,4462,0.518589920132195,4,39941.0,3,4
barabasi,3,92,4730,0.1743226814866273,5,23032.0,3,7
barabasi,3,97,1369,0.12331696041606473,5,17305.0,3,7
barabasi,3,100,238,0.03739445114595899,5,5803.0,3,7
barabasi,3,78,20477,0.618667867740568,5,37744.0,3,7
barabasi,3,67,31028,0.8881761006289308,5,15900.0,3,7
barabasi,3,98,5410,0.15885708941264498,6,21384.0,3,10
