type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,3,99,5709,0.5546218487394958,6,9877.0,3,10
barabasi,4,13,1678,0.3432438429110273,7,9014.0,5,11
barabasi,3,85,9070,0.5084050430258155,5,9994.0,3,7
barabasi,4,6,3653,0.24244486795534986,6,7346.0,5,8
barabasi,4,19,4,0.017766497461928935,6,788.0,5,8
barabasi,4,15,695,0.059576345984112974,6,2266.0,5,8
barabasi,4,7,4664,0.21954777534646244,7,6855.0,5,11
barabasi,4,16,1694,0.2491982896846606,8,7484.0,5,14
barabasi,4,23,12,0.010752688172043012,5,558.0,5,5
barabasi,4,21,2298,0.22447221025420078,5,6963.0,5,5
barabasi,4,25,1037,0.18226022803487593,6,5964.0,5,8
barabasi,3,88,12433,0.6375541125541125,5,9240.0,3,7
barabasi,3,96,10791,0.533815696914883,4,9951.0,3,4
barabasi,4,14,5098,0.2969217870403641,7,8349.0,5,11
barabasi,4,22,3401,0.6533068344926576,7,9057.0,5,11
barabasi,4,17,5182,0.29850746268656714,5,8375.0,5,5
barabasi,4,26,1620,0.14701195219123506,8,5020.0,5,14
barabasi,4,29,1657,0.9771784232365145,5,964.0,5,5
barabasi,4,33,20,0.026508226691042046,5,1094.0,5,5
barabasi,4,10,9003,0.33303310065300606,6,8882.0,5,8
barabasi,4,32,1057,0.09425153195214474,6,3427.0,5,8
barabasi,4,4,11121,0.5117605845260734,7,9991.0,5,11
barabasi,4,1,12966,0.3858168003376952,8,9476.0,5,14
barabasi,4,36,907,0.19871291790927642,7,6371.0,5,11
barabasi,4,39,377,0.07261334316255068,6,2713.0,5,8
barabasi,4,11,10092,0.5021008403361344,5,9996.0,5,5
barabasi,4,41,21,0.023373983739837397,6,984.0,5,8
barabasi,4,42,42,0.023928215353938187,6,1003.0,5,8
barabasi,4,43,7,0.022821576763485476,5,964.0,5,5
barabasi,4,31,3127,0.22587562544674766,6,6995.0,5,8
barabasi,4,35,1853,0.16359320796056234,5,5477.0,5,5
barabasi,4,44,30,0.05430081691494474,6,2081.0,5,8
barabasi,4,46,49,0.1553398058252427,5,5253.0,5,5
barabasi,4,48,48,0.035789473684210524,6,1425.0,5,8
barabasi,4,47,359,0.21786971830985916,5,6816.0,5,5
barabasi,4,40,1122,0.24728005372733378,7,7445.0,5,11
barabasi,4,2,15057,0.5371692988632935,5,9941.0,5,5
barabasi,4,27,7581,0.8808561236623068,6,4205.0,5,8
barabasi,4,18,12448,0.7279959590857431,7,7919.0,5,11
barabasi,4,54,43,0.042565947242206234,6,1668.0,5,8
barabasi,4,51,4408,0.26315110881897885,7,7756.0,5,11
barabasi,4,34,7059,0.8903934593765969,7,3914.0,5,11
barabasi,4,53,1674,0.19220862846104314,6,6212.0,5,8
barabasi,4,57,513,0.12353076745793962,6,4339.0,5,8
barabasi,4,52,4053,0.9213868863714384,8,2913.0,5,14
barabasi,4,60,416,0.11299153807864609,6,4018.0,5,8
barabasi,4,56,1254,0.15143856920684293,6,5144.0,5,8
barabasi,4,61,229,0.05980650835532102,6,2274.0,5,8
barabasi,4,45,6664,0.889707750952986,6,3935.0,5,8
barabasi,4,64,43,0.03758389261744966,6,1490.0,5,8
barabasi,4,59,2379,0.3173265612374466,7,8663.0,5,11
barabasi,4,66,10,0.023928215353938187,5,1003.0,5,5
barabasi,4,30,11550,0.7959372114496768,6,6498.0,5,8
barabasi,4,63,1917,0.16959375554372894,8,5637.0,5,14
barabasi,4,49,8816,0.41420179325981654,8,9703.0,5,14
barabasi,4,38,9996,0.5691993880673126,6,9805.0,5,8
barabasi,4,28,12756,0.6933662667607622,7,8502.0,5,11
barabasi,4,65,2343,0.18291255642869086,7,5981.0,5,11
barabasi,4,73,13,0.016260162601626018,6,738.0,5,8
barabasi,4,37,11266,0.5676584471163644,7,9814.0,5,11
barabasi,4,69,1175,0.2534355179704017,8,7568.0,5,14
barabasi,4,76,14,0.01282051282051282,6,624.0,5,8
barabasi,4,67,1713,0.16830269498482955,7,5603.0,5,11
barabasi,4,78,3,0.002932551319648094,6,341.0,5,8
barabasi,4,72,844,0.1754749568221071,6,5790.0,5,8
barabasi,4,80,334,0.10217391304347827,6,3680.0,5,8
barabasi,4,62,4312,0.9323633503735745,7,2543.0,5,11
barabasi,4,81,496,0.15133242559813265,7,5141.0,5,11
barabasi,4,71,1793,0.24744897959183673,7,7448.0,5,11
barabasi,4,84,4,0.006802721088435374,7,441.0,5,11
barabasi,4,83,258,0.08248439040420638,5,3043.0,5,5
barabasi,4,86,449,0.07510729613733906,6,2796.0,5,8
barabasi,4,24,18371,0.5856951458311862,6,9703.0,5,8
barabasi,4,8,22975,0.5663951120162933,7,9820.0,5,11
barabasi,4,50,11505,0.5318400964242668,5,9956.0,5,5
barabasi,4,77,2425,0.14808948723025145,6,5051.0,5,8
barabasi,4,75,2847,0.27925465838509317,7,8050.0,5,11
barabasi,4,92,251,0.06317991631799164,5,2390.0,5,5
barabasi,4,89,910,0.17371627502175804,6,5745.0,5,8
barabasi,4,93,77,0.06618531889290012,6,2493.0,5,8
barabasi,4,70,4754,0.228137421919364,5,7044.0,5,5
barabasi,4,68,5962,0.3925537493445202,7,9535.0,5,11
barabasi,4,20,22124,0.42444717444717445,7,9768.0,5,11
barabasi,4,98,16,0.010752688172043012,7,558.0,5,11
barabasi,4,99,2,0.005076142131979695,6,394.0,5,8
barabasi,4,55,9873,0.409617373319545,6,9670.0,5,8
barabasi,4,95,1783,0.12891753723049568,8,4499.0,5,14
barabasi,5,1,415,0.09207389749702026,9,3356.0,6,15
barabasi,4,100,553,0.10275824770146025,8,3698.0,5,14
barabasi,5,3,140,0.03828382838283828,9,1515.0,6,15
barabasi,4,91,3393,0.26433530470557987,6,7778.0,5,8
barabasi,5,4,545,0.06742902208201892,8,2536.0,6,12
barabasi,4,74,6403,0.2594038786932188,6,7683.0,5,8
barabasi,5,8,10,0.015471167369901548,8,711.0,6,12
barabasi,5,9,25,0.02697841726618705,8,1112.0,6,12
barabasi,5,6,291,0.07824887969665632,10,2901.0,6,18
barabasi,4,79,6087,0.6354312857605527,5,9263.0,5,5
barabasi,5,2,1630,0.25774408574042607,8,7651.0,6,12
barabasi,4,58,11313,0.5558144246353323,5,9872.0,5,5
barabasi,5,12,1527,0.20670731707317072,9,6560.0,6,15
barabasi,5,15,29,0.02043132803632236,7,881.0,6,9
barabasi,4,82,7099,0.28111853501608514,6,8082.0,5,8
barabasi,4,94,5209,0.49979991996798717,7,9996.0,5,11
barabasi,5,18,12,0.010752688172043012,8,558.0,6,12
barabasi,5,19,44,0.03105095541401274,7,1256.0,6,9
barabasi,5,16,2669,0.21530038472920981,9,6758.0,6,15
barabasi,5,10,5236,0.2502665245202559,7,7504.0,6,9
barabasi,5,17,3594,0.3569016232705088,9,9179.0,6,15
barabasi,4,88,10850,0.5068534267133566,6,9995.0,5,8
barabasi,5,5,7703,0.39625797010557123,7,9567.0,6,9
barabasi,5,22,2123,0.25066560170394037,8,7512.0,6,12
barabasi,5,24,352,0.07751129648939868,7,2877.0,6,9
barabasi,5,27,520,0.08788819875776398,8,3220.0,6,12
barabasi,5,13,7698,0.24469092384688218,9,7393.0,6,15
barabasi,4,90,12036,0.7708746108123408,7,7066.0,5,11
barabasi,4,87,12748,0.7342388518708355,7,7804.0,5,11
barabasi,4,97,10187,0.5499646357482065,7,9897.0,5,11
barabasi,5,23,3220,0.224551328068916,8,6965.0,6,12
barabasi,5,29,726,0.09579976985040276,8,3476.0,6,12
barabasi,5,26,1845,0.1947410358565737,7,6275.0,6,9
barabasi,5,20,7056,0.36181503140567467,9,9234.0,6,15
barabasi,5,36,2,0.002932551319648094,8,341.0,6,12
barabasi,5,30,1324,0.13400731340073135,6,4649.0,6,6
barabasi,5,35,566,0.06885880077369438,8,2585.0,6,12
barabasi,5,21,5550,0.20484885683596746,8,6517.0,6,12
barabasi,5,14,9457,0.44511948157148645,8,9876.0,6,12
barabasi,5,41,60,0.024975984630163303,8,1041.0,6,12
barabasi,5,42,9,0.008281573498964804,9,483.0,6,15
barabasi,4,96,12847,0.49909963985594236,6,9996.0,5,8
barabasi,5,32,2642,0.21659054073964934,9,6787.0,6,15
barabasi,5,44,837,0.10614818707304256,8,3806.0,6,12
barabasi,5,46,9,0.013761467889908258,7,654.0,6,9
barabasi,5,7,12405,0.6343251401466149,9,9276.0,6,15
barabasi,5,48,46,0.02975206611570248,9,1210.0,6,15
barabasi,5,49,17,0.008281573498964804,8,483.0,6,12
barabasi,5,28,4516,0.4528663706096084,8,9908.0,6,12
barabasi,5,50,78,0.04648588821250692,7,1807.0,6,9
barabasi,5,38,2748,0.12191142191142192,9,4290.0,6,15
barabasi,5,53,2,0.0,7,278.0,6,9
barabasi,5,54,16,0.02043132803632236,7,881.0,6,9
barabasi,5,34,4068,0.2690400508582327,7,7865.0,6,9
barabasi,5,56,11,0.009578544061302681,8,522.0,6,12
barabasi,5,51,1001,0.1481994459833795,7,5054.0,6,9
barabasi,5,58,8,0.01282051282051282,8,624.0,6,12
barabasi,5,59,199,0.07396664249456128,9,2758.0,6,15
barabasi,5,45,2326,0.1784557695585478,7,5867.0,6,9
barabasi,5,57,1658,0.17864441416893734,8,5872.0,6,12
barabasi,5,60,1432,0.2555847568988173,9,7610.0,6,15
barabasi,5,62,806,0.16399416909620992,7,5488.0,6,9
barabasi,5,25,8672,0.4964985994397759,8,9996.0,6,12
barabasi,5,65,27,0.024975984630163303,7,1041.0,6,9
barabasi,5,64,867,0.16880341880341881,8,5616.0,6,12
barabasi,5,66,1376,0.2000624707168515,7,6403.0,6,9
barabasi,5,39,7435,0.3735171529336326,9,9357.0,6,15
barabasi,5,68,21,0.014641288433382138,7,683.0,6,9
barabasi,5,69,1101,0.10782789009849664,8,3858.0,6,12
barabasi,5,71,92,0.037237643872714964,7,1477.0,6,9
barabasi,5,55,6207,0.7062793780884657,9,8297.0,6,15
barabasi,5,47,7262,0.3744394618834081,8,9366.0,6,12
barabasi,5,70,2275,0.26433530470557987,9,7778.0,6,15
barabasi,5,31,10927,0.8079896907216495,9,6208.0,6,15
barabasi,5,33,10565,0.48873986587929136,9,9991.0,6,15
barabasi,5,76,144,0.05676049838486387,9,2167.0,6,15
barabasi,5,73,1033,0.18732556230504022,8,6091.0,6,12
barabasi,5,63,4755,0.27602602602602605,9,7992.0,6,15
barabasi,5,80,201,0.04591265397536394,10,1786.0,6,18
barabasi,5,40,10118,0.39533423998326184,6,9559.0,6,6
barabasi,4,85,25078,0.7407552083333333,6,7680.0,5,8
barabasi,5,52,7959,0.3939457421179428,8,9547.0,6,12
barabasi,5,82,202,0.06825273010920437,8,2564.0,6,12
barabasi,5,84,97,0.06512006512006512,7,2457.0,6,9
