type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,3,1,56,0.002932551319648094,4,341.0,3,4
barabasi,3,2,247,0.0791538723984988,5,2931.0,3,7
barabasi,3,3,878,0.5195872157098487,6,9981.0,3,10
barabasi,3,4,175,0.15023474178403756,4,5112.0,3,4
barabasi,3,5,834,0.535491654936658,5,9946.0,3,7
barabasi,3,6,6,0.005076142131979695,4,394.0,3,4
barabasi,3,7,63,0.05980650835532102,4,2274.0,3,4
barabasi,3,8,790,0.5301204819277109,5,9960.0,3,7
barabasi,3,9,1195,0.7278465034082302,6,7922.0,3,10
barabasi,3,10,246,0.19385796545105566,5,6252.0,3,7
barabasi,3,11,336,0.24503311258278146,4,7399.0,3,4
barabasi,3,12,5,0.0,4,278.0,3,4
barabasi,3,13,81,0.0647010647010647,4,2442.0,3,4
barabasi,3,14,767,0.6083123425692695,6,9528.0,3,10
barabasi,3,15,246,0.13793827419693472,6,4763.0,3,10
barabasi,3,16,968,0.867871136264693,5,4594.0,3,7
barabasi,3,17,166,0.17264299457757565,4,5717.0,3,4
barabasi,3,18,269,0.18301855256560254,5,5983.0,3,7
barabasi,3,19,1300,0.6324225473321858,4,9296.0,3,4
barabasi,3,20,290,0.7847838957963292,4,6756.0,3,4
barabasi,3,21,687,0.8052589641434263,5,6275.0,3,7
barabasi,3,22,643,0.4253120523838756,5,9774.0,3,7
barabasi,3,23,597,0.9192629815745393,5,2985.0,3,7
barabasi,3,24,868,0.5640191192921794,5,9833.0,3,7
barabasi,3,25,1457,0.7378490175801448,5,7736.0,3,7
barabasi,3,26,234,0.4718514801806322,4,9965.0,3,4
barabasi,3,27,1221,0.5900537634408602,5,9672.0,3,7
barabasi,3,28,532,0.3932501834189288,4,9541.0,3,4
barabasi,3,29,1403,0.5459039548022598,5,9912.0,3,7
barabasi,3,30,31,0.03188180404354588,5,1286.0,3,7
barabasi,3,31,279,0.15773641661966534,4,5319.0,3,4
barabasi,3,32,244,0.2752569566307345,5,7978.0,3,7
barabasi,3,33,706,0.4238017206063089,5,9764.0,3,7
barabasi,3,34,981,0.6497802197802198,6,9100.0,3,10
barabasi,3,35,1286,0.68734000465441,5,8594.0,3,7
barabasi,3,36,861,0.8932775307350248,5,3823.0,3,7
barabasi,3,37,629,0.5559720393070611,6,9871.0,3,10
